name,imageIndex,label,predictedClass,pNorm,exactRobustness,epsilon
Dense1x60,1484,1,1,1,False,3.9404296875
Dense1x60,7722,1,1,1,False,4.1455078125
Dense1x60,7323,1,1,1,False,4.66796875
Dense1x60,7262,1,1,1,False,2.7490234375
Dense1x60,2757,1,1,1,False,4.6044921875
Dense1x60,9540,1,1,1,False,2.2900390625
Dense1x60,7019,1,1,1,False,4.931640625
Dense1x60,6063,1,1,1,False,3.642578125
Dense1x60,5211,1,1,1,False,3.4765625
Dense1x60,2974,1,1,1,False,3.427734375
Dense1x60,7661,1,1,1,False,4.0966796875
Dense1x60,1753,1,1,1,False,4.21875
Dense1x60,4932,1,1,1,False,3.30078125
Dense1x60,1988,1,1,1,False,4.462890625
Dense1x60,4304,1,1,1,False,3.759765625
Dense1x60,7373,1,1,1,False,4.3994140625
Dense1x60,9407,1,1,1,False,4.5458984375
Dense1x60,7319,1,1,1,False,4.1650390625
Dense1x60,9612,1,1,1,False,2.3486328125
Dense1x60,7900,1,1,1,False,1.7431640625
Dense1x60,3651,1,1,1,False,5.4052734375
Dense1x60,1434,1,1,1,False,5.087890625
Dense1x60,9356,1,1,1,False,3.6669921875
Dense1x60,5044,1,1,1,False,3.9013671875
Dense1x60,7422,1,1,1,False,4.1015625
Dense1x60,754,1,1,1,False,3.7744140625
Dense1x60,3900,1,1,1,False,4.2724609375
Dense1x60,8289,1,1,1,False,3.49609375
Dense1x60,1922,1,1,1,False,3.4521484375
Dense1x60,2258,1,1,1,False,3.1591796875
Dense1x60,369,3,3,1,False,2.9248046875
Dense1x60,1490,3,3,1,False,3.505859375
Dense1x60,3381,3,3,1,False,1.8017578125
Dense1x60,4990,3,8,1,False,0.6201171875
Dense1x60,5935,3,3,1,False,0.615234375
Dense1x60,7407,3,3,1,False,4.1162109375
Dense1x60,9429,3,3,1,False,3.75
Dense1x60,3742,3,3,1,False,0.72265625
Dense1x60,6455,3,3,1,False,1.5869140625
Dense1x60,4818,3,3,1,False,4.443359375
Dense1x60,569,3,5,1,False,0.4443359375
Dense1x60,648,3,3,1,False,5.0390625
Dense1x60,9727,3,3,1,False,4.833984375
Dense1x60,699,3,3,1,False,1.640625
Dense1x60,9790,3,3,1,False,3.6279296875
Dense1x60,7292,3,3,1,False,3.7890625
Dense1x60,7326,3,3,1,False,5.4638671875
Dense1x60,3670,3,3,1,False,4.814453125
Dense1x60,3579,3,3,1,False,4.1162109375
Dense1x60,2927,3,2,1,False,1.923828125
Dense1x60,8393,3,3,1,False,3.7353515625
Dense1x60,7140,3,3,1,False,3.681640625
Dense1x60,5181,3,3,1,False,3.798828125
Dense1x60,677,3,3,1,False,5.7568359375
Dense1x60,9106,3,3,1,False,5.2978515625
Dense1x60,6045,3,9,1,False,1.435546875
Dense1x60,68,3,3,1,False,4.7265625
Dense1x60,6312,3,3,1,False,2.6416015625
Dense1x60,5215,3,3,1,False,3.5791015625
Dense1x60,9022,3,3,1,False,2.1240234375
Dense1x60,5814,3,3,1,False,4.033203125
Dense1x60,5973,3,8,1,False,1.38671875
Dense1x60,9235,3,3,1,False,2.96875
Dense2x30,2631,0,0,1,False,0.3955078125
Dense2x30,3215,0,0,1,False,5.9375
Dense2x30,3883,0,0,1,False,6.767578125
Dense2x30,8343,0,0,1,False,4.7900390625
Dense2x30,9753,0,0,1,False,4.04296875
Dense2x30,1726,0,0,1,False,4.384765625
Dense2x30,9902,0,0,1,False,3.57421875
Dense2x30,6925,0,0,1,False,4.8583984375
Dense2x30,5930,0,0,1,False,5.322265625
Dense2x30,1034,0,0,1,False,2.4658203125
Dense2x30,5554,0,0,1,False,5.6787109375
Dense2x30,6201,0,0,1,False,6.15234375
Dense2x30,5918,0,0,1,False,2.8857421875
Dense2x30,1333,0,0,1,False,6.5673828125
Dense2x30,9070,0,0,1,False,8.3203125
Dense2x30,642,0,0,1,False,3.515625
Dense2x30,7526,0,0,1,False,4.9658203125
Dense2x30,4473,0,0,1,False,4.091796875
Dense2x30,5428,0,0,1,False,7.44140625
Dense2x30,9647,0,0,1,False,5.1123046875
Dense2x30,2178,0,0,1,False,5.0244140625
Dense2x30,2944,0,0,1,False,2.51953125
Dense2x30,2703,0,0,1,False,6.2255859375
Dense2x30,246,0,0,1,False,5.859375
Dense2x30,9230,0,0,1,False,6.455078125
Dense2x30,5033,0,0,1,False,5.1953125
Dense2x30,1621,0,6,1,False,0.21484375
Dense2x30,8425,0,0,1,False,3.1787109375
Dense2x30,5165,0,0,1,False,2.568359375
Dense2x30,6841,0,0,1,False,6.7138671875
Dense2x30,7516,0,0,1,False,5.3662109375
Dense2x30,3481,0,0,1,False,5.224609375
Dense2x30,3359,0,0,1,False,5.8154296875
Dense2x30,1993,1,1,1,False,1.142578125
Dense2x30,1329,1,1,1,False,3.544921875
Dense2x30,1240,1,1,1,False,2.4853515625
Dense2x30,7053,1,1,1,False,1.708984375
Dense2x30,7783,1,1,1,False,2.8955078125
Dense2x30,6101,1,1,1,False,1.6259765625
Dense2x30,7790,1,1,1,False,2.294921875
Dense2x30,9249,1,1,1,False,2.2900390625
Dense2x30,5232,1,1,1,False,2.9443359375
Dense2x30,7899,1,8,1,False,1.7626953125
Dense2x30,6254,1,1,1,False,3.9306640625
Dense2x30,9039,1,1,1,False,3.6474609375
Dense2x30,6005,1,1,1,False,1.26953125
Dense2x30,9657,1,1,1,False,3.3447265625
Dense2x30,9774,1,1,1,False,3.8134765625
Dense2x30,276,1,1,1,False,4.5654296875
Dense2x30,4232,1,1,1,False,2.626953125
Dense2x30,2359,1,1,1,False,4.21875
Dense2x30,7811,1,1,1,False,1.396484375
Dense2x30,9622,1,1,1,False,3.3740234375
Dense2x30,6397,1,1,1,False,4.150390625
Dense2x30,5072,1,1,1,False,4.189453125
Dense2x30,6545,1,1,1,False,3.798828125
Dense2x30,2175,1,1,1,False,2.5830078125
Dense2x30,5460,1,1,1,False,3.14453125
Dense2x30,8449,1,1,1,False,4.0380859375
Dense2x30,9291,1,1,1,False,4.013671875
Dense2x30,5331,1,6,1,False,2.08984375
Dense2x30,4977,1,1,1,False,3.0712890625
Dense2x30,4318,1,1,1,False,2.2021484375
Dense2x30,9395,1,1,1,False,3.65234375
Dense2x30,818,1,1,1,False,3.9990234375
Dense2x30,6506,1,1,1,False,3.134765625
Dense2x30,8430,3,3,1,False,1.5771484375
Dense2x30,4808,3,5,1,False,0.8837890625
Dense2x30,4630,3,3,1,False,0.9619140625
Dense2x30,4026,3,3,1,False,4.0673828125
Dense2x30,6636,3,3,1,False,1.4697265625
Dense2x30,6535,3,3,1,False,2.470703125
Dense2x30,8864,3,3,1,False,4.08203125
Dense2x30,507,3,5,1,False,0.7763671875
Dense2x30,9115,3,3,1,False,4.716796875
Dense2x30,4443,3,3,1,False,1.2255859375
Dense2x30,7628,3,3,1,False,3.037109375
Dense2x30,4833,3,3,1,False,1.0888671875
Dense2x30,2300,3,3,1,False,2.6708984375
Dense2x30,8703,3,3,1,False,4.55078125
Dense2x30,5225,3,3,1,False,2.3388671875
Dense2x30,6440,3,3,1,False,4.2431640625
Dense2x30,7130,3,3,1,False,0.4052734375
Dense2x30,8603,3,3,1,False,4.2529296875
Dense2x30,5418,3,3,1,False,6.0107421875
Dense2x30,4928,3,3,1,False,2.568359375
Dense2x30,4288,3,3,1,False,4.365234375
Dense2x30,8570,3,3,1,False,6.7431640625
Dense2x30,8581,3,3,1,False,2.0556640625
Dense2x30,3290,3,3,1,False,2.6318359375
Dense2x30,3443,3,3,1,False,3.1591796875
Dense2x30,7024,3,3,1,False,5.7373046875
Dense2x30,3177,3,3,1,False,3.6376953125
Dense2x30,5472,3,3,1,False,7.5146484375
Dense2x30,7484,3,3,1,False,4.501953125
Dense2x30,5740,3,3,1,False,3.2861328125
Dense2x30,1962,3,3,1,False,3.59375
Dense2x30,1615,3,3,1,False,5.09765625
Dense2x30,9380,3,3,1,False,3.90625
Dense3x20,6760,0,0,1,False,5.0537109375
Dense3x20,3140,0,0,1,False,3.4521484375
Dense3x20,2417,0,0,1,False,2.7685546875
Dense3x20,8468,0,0,1,False,5.9228515625
Dense3x20,6633,0,0,1,False,4.0869140625
Dense3x20,4188,0,0,1,False,1.9775390625
Dense3x20,7385,0,0,1,False,5.625
Dense3x20,2765,0,0,1,False,3.5498046875
Dense3x20,3359,0,0,1,False,6.103515625
Dense3x20,7221,0,0,1,False,4.2529296875
Dense3x20,2061,0,0,1,False,4.3359375
Dense3x20,1288,0,0,1,False,2.314453125
Dense3x20,8260,0,0,1,False,3.8916015625
Dense3x20,2717,0,0,1,False,3.3642578125
Dense3x20,192,0,0,1,False,4.2138671875
Dense3x20,8595,0,0,1,False,5.8154296875
Dense3x20,713,0,0,1,False,2.294921875
Dense3x20,5695,0,0,1,False,2.2314453125
Dense3x20,9199,0,0,1,False,6.2890625
Dense3x20,7342,0,0,1,False,5.3076171875
Dense3x20,5890,0,0,1,False,1.943359375
Dense3x20,1261,0,0,1,False,5.0830078125
Dense3x20,8845,0,0,1,False,5.1025390625
Dense3x20,6288,0,0,1,False,6.0205078125
Dense3x20,6201,0,0,1,False,6.142578125
Dense3x20,3849,0,0,1,False,5.2392578125
Dense3x20,871,0,0,1,False,6.0595703125
Dense3x20,1526,0,0,1,False,3.544921875
Dense3x20,2378,0,0,1,False,0.0390625
Dense3x20,8388,0,0,1,False,3.9990234375
Dense3x20,6133,0,0,1,False,7.8076171875
Dense3x20,3804,0,0,1,False,3.1396484375
Dense3x20,6181,0,0,1,False,3.41796875
Dense3x20,9003,1,1,1,False,3.0615234375
Dense3x20,8086,1,1,1,False,3.14453125
Dense3x20,6162,1,1,1,False,3.61328125
Dense3x20,4201,1,7,1,False,0.0146484375
Dense3x20,529,1,1,1,False,3.5205078125
Dense3x20,2421,1,1,1,False,2.451171875
Dense3x20,9258,1,1,1,False,3.7548828125
Dense3x20,6751,1,1,1,False,2.44140625
Dense3x20,4010,1,1,1,False,3.154296875
Dense3x20,9699,1,1,1,False,2.6513671875
Dense3x20,6902,1,1,1,False,2.5048828125
Dense3x20,1527,1,6,1,False,2.734375
Dense3x20,5384,1,1,1,False,3.876953125
Dense3x20,5552,1,1,1,False,3.1982421875
Dense3x20,3779,1,1,1,False,2.6123046875
Dense3x20,168,1,1,1,False,3.681640625
Dense3x20,5461,1,1,1,False,2.94921875
Dense3x20,8138,1,1,1,False,2.5
Dense3x20,672,1,1,1,False,3.3056640625
Dense3x20,7738,1,1,1,False,1.3134765625
Dense3x20,5848,1,1,1,False,3.515625
Dense3x20,489,1,1,1,False,2.65625
Dense3x20,4191,1,1,1,False,2.8759765625
Dense3x20,4104,1,1,1,False,3.3544921875
Dense3x20,7053,1,1,1,False,2.3974609375
Dense3x20,3593,1,1,1,False,3.0029296875
Dense3x20,5490,1,1,1,False,3.26171875
Dense3x20,9774,1,1,1,False,3.271484375
Dense3x20,5258,1,1,1,False,2.8515625
Dense3x20,1368,1,1,1,False,1.8408203125
Dense3x20,7748,1,1,1,False,3.3447265625
Dense3x20,5156,1,1,1,False,3.3447265625
Dense3x20,7618,1,1,1,False,3.4326171875
Dense3x20,32,3,3,1,False,3.1005859375
Dense3x20,3670,3,3,1,False,3.4423828125
Dense3x20,4437,3,3,1,False,0.576171875
Dense3x20,1738,3,3,1,False,4.3701171875
Dense3x20,8154,3,3,1,False,5.0146484375
Dense3x20,8856,3,3,1,False,4.580078125
Dense3x20,2086,3,3,1,False,3.095703125
Dense3x20,231,3,3,1,False,2.744140625
Dense3x20,8293,3,3,1,False,1.455078125
Dense3x20,782,3,3,1,False,4.3896484375
Dense3x20,349,3,3,1,False,1.337890625
Dense3x20,2924,3,3,1,False,3.271484375
Dense3x20,6447,3,3,1,False,4.7412109375
Dense3x20,8167,3,3,1,False,7.080078125
Dense3x20,9511,3,3,1,False,4.033203125
Dense3x20,3326,3,3,1,False,3.212890625
Dense3x20,1588,3,3,1,False,4.7607421875
Dense3x20,8876,3,3,1,False,4.3115234375
Dense3x20,4469,3,3,1,False,2.9541015625
Dense3x20,8581,3,3,1,False,3.3984375
Dense3x20,1020,3,3,1,False,3.18359375
Dense3x20,2364,3,3,1,False,4.2919921875
Dense3x20,2222,3,3,1,False,3.134765625
Dense3x20,3975,3,3,1,False,3.8671875
Dense3x20,2624,3,3,1,False,3.203125
Dense3x20,4600,3,3,1,False,4.775390625
Dense3x20,5293,3,3,1,False,4.296875
Dense3x20,3475,3,7,1,False,0.1416015625
Dense3x20,1683,3,3,1,False,4.3505859375
Dense3x20,9548,3,3,1,False,6.11328125
Dense3x20,2745,3,3,1,False,0.986328125
Dense3x20,1134,3,3,1,False,5.830078125
Dense3x20,2031,3,3,1,False,5.8447265625
Dense4x15,1001,0,0,1,False,3.49609375
Dense4x15,9189,0,0,1,False,3.076171875
Dense4x15,6602,0,0,1,False,3.291015625
Dense4x15,1288,0,5,1,False,2.3291015625
Dense4x15,5778,0,0,1,False,2.0654296875
Dense4x15,567,0,0,1,False,1.81640625
Dense4x15,2209,0,0,1,False,2.3095703125
Dense4x15,4891,0,0,1,False,2.9052734375
Dense4x15,6344,0,0,1,False,2.8466796875
Dense4x15,8865,0,0,1,False,2.7734375
Dense4x15,8111,0,0,1,False,5.3955078125
Dense4x15,1526,0,5,1,False,0.927734375
Dense4x15,1231,0,0,1,False,4.0087890625
Dense4x15,5368,0,0,1,False,4.462890625
Dense4x15,6478,0,0,1,False,3.02734375
Dense4x15,6489,0,0,1,False,5.0048828125
Dense4x15,2190,0,0,1,False,2.7685546875
Dense4x15,2631,0,6,1,False,1.201171875
Dense4x15,9436,0,0,1,False,1.7626953125
Dense4x15,2506,0,0,1,False,4.12109375
Dense4x15,5244,0,0,1,False,2.646484375
Dense4x15,6843,0,0,1,False,3.017578125
Dense4x15,3140,0,0,1,False,2.28515625
Dense4x15,8056,0,0,1,False,5.9716796875
Dense4x15,7671,0,0,1,False,1.5234375
Dense4x15,904,0,0,1,False,2.2802734375
Dense4x15,5554,0,0,1,False,3.59375
Dense4x15,8671,0,0,1,False,6.2890625
Dense4x15,6280,0,0,1,False,4.35546875
Dense4x15,6808,0,0,1,False,3.75
Dense4x15,2703,0,0,1,False,4.169921875
Dense4x15,101,0,0,1,False,3.7744140625
Dense4x15,6510,0,0,1,False,5.263671875
Dense4x15,4589,1,1,1,False,2.373046875
Dense4x15,3019,1,1,1,False,2.1875
Dense4x15,4859,1,1,1,False,2.6220703125
Dense4x15,3669,1,1,1,False,2.314453125
Dense4x15,2444,1,1,1,False,2.1142578125
Dense4x15,5590,1,1,1,False,2.7880859375
Dense4x15,8078,1,1,1,False,2.080078125
Dense4x15,7063,1,1,1,False,2.63671875
Dense4x15,9081,1,1,1,False,2.978515625
Dense4x15,3434,1,1,1,False,2.3876953125
Dense4x15,8708,1,1,1,False,2.6171875
Dense4x15,3741,1,1,1,False,2.96875
Dense4x15,2221,1,1,1,False,1.9091796875
Dense4x15,6938,1,1,1,False,2.158203125
Dense4x15,3651,1,1,1,False,3.203125
Dense4x15,4409,1,1,1,False,2.5244140625
Dense4x15,1646,1,1,1,False,2.5634765625
Dense4x15,6976,1,1,1,False,2.548828125
Dense4x15,476,1,1,1,False,2.841796875
Dense4x15,5370,1,1,1,False,2.2998046875
Dense4x15,6224,1,1,1,False,2.6220703125
Dense4x15,345,1,1,1,False,2.900390625
Dense4x15,4516,1,1,1,False,2.3974609375
Dense4x15,6622,1,1,1,False,1.42578125
Dense4x15,8586,1,1,1,False,2.3828125
Dense4x15,735,1,1,1,False,2.548828125
Dense4x15,2261,1,1,1,False,2.626953125
Dense4x15,4977,1,1,1,False,2.587890625
Dense4x15,3990,1,1,1,False,2.87109375
Dense4x15,4595,1,1,1,False,3.45703125
Dense4x15,6063,1,1,1,False,2.099609375
Dense4x15,6829,1,1,1,False,2.9150390625
Dense4x15,9485,1,1,1,False,2.7587890625
Dense4x15,8860,3,3,1,False,4.6435546875
Dense4x15,7075,3,3,1,False,4.755859375
Dense4x15,7519,3,3,1,False,4.482421875
Dense4x15,6840,3,3,1,False,3.5205078125
Dense4x15,4808,3,5,1,False,1.181640625
Dense4x15,1607,3,9,1,False,0.2099609375
Dense4x15,4106,3,3,1,False,2.3193359375
Dense4x15,2308,3,3,1,False,0.6396484375
Dense4x15,5000,3,3,1,False,2.412109375
Dense4x15,2222,3,3,1,False,3.7548828125
Dense4x15,76,3,3,1,False,2.1337890625
Dense4x15,686,3,3,1,False,3.2177734375
Dense4x15,9125,3,3,1,False,4.609375
Dense4x15,4162,3,3,1,False,7.099609375
Dense4x15,8026,3,3,1,False,5.1513671875
Dense4x15,2785,3,3,1,False,5.0927734375
Dense4x15,1926,3,5,1,False,0.3857421875
Dense4x15,8171,3,3,1,False,4.1845703125
Dense4x15,3579,3,3,1,False,3.75
Dense4x15,4873,3,3,1,False,2.08984375
Dense4x15,1489,3,3,1,False,4.6728515625
Dense4x15,687,3,3,1,False,1.5966796875
Dense4x15,7946,3,3,1,False,1.6748046875
Dense4x15,2305,3,8,1,False,0.9716796875
Dense4x15,205,3,3,1,False,3.33984375
Dense4x15,5067,3,8,1,False,1.4404296875
Dense4x15,6213,3,3,1,False,4.248046875
Dense4x15,4613,3,3,1,False,2.177734375
Dense4x15,5215,3,3,1,False,3.57421875
Dense4x15,3131,3,3,1,False,3.232421875
Dense4x15,4435,3,7,1,False,0.2490234375
Dense4x15,8494,3,3,1,False,3.681640625
Dense4x15,1840,3,3,1,False,4.6484375
Dense6x10,2023,0,0,1,False,0.419921875
Dense6x10,3830,0,0,1,False,1.5283203125
Dense6x10,3458,0,0,1,False,1.494140625
Dense6x10,3185,0,2,1,False,0.1953125
Dense6x10,1261,0,0,1,False,2.490234375
Dense6x10,904,0,0,1,False,2.5634765625
Dense6x10,2765,0,2,1,False,0.3955078125
Dense6x10,932,0,0,1,False,2.3388671875
Dense6x10,7342,0,0,1,False,2.7685546875
Dense6x10,7505,0,2,1,False,0.1953125
Dense6x10,5109,0,0,1,False,2.9052734375
Dense6x10,9634,0,3,1,False,0.4296875
Dense6x10,7747,0,0,1,False,0.5615234375
Dense6x10,7723,0,0,1,False,1.4306640625
Dense6x10,871,0,0,1,False,1.7431640625
Dense6x10,5342,0,0,1,False,1.298828125
Dense6x10,4604,0,2,1,False,0.9716796875
Dense6x10,545,0,0,1,False,0.693359375
Dense6x10,7368,0,0,1,False,2.34375
Dense6x10,8983,0,0,1,False,1.9091796875
Dense6x10,9902,0,0,1,False,1.494140625
Dense6x10,3942,0,2,1,False,0.7666015625
Dense6x10,9377,0,2,1,False,1.3134765625
Dense6x10,5827,0,0,1,False,0.9716796875
Dense6x10,9948,0,0,1,False,1.572265625
Dense6x10,5321,0,0,1,False,4.0771484375
Dense6x10,3849,0,0,1,False,3.447265625
Dense6x10,5830,0,0,1,False,2.6318359375
Dense6x10,5554,0,0,1,False,2.94921875
Dense6x10,7440,0,0,1,False,0.95703125
Dense6x10,1768,0,0,1,False,1.9384765625
Dense6x10,5006,0,0,1,False,0.80078125
Dense6x10,6428,0,2,1,False,0.419921875
Dense6x10,6902,1,1,1,False,1.2646484375
Dense6x10,2359,1,1,1,False,2.5439453125
Dense6x10,1305,1,1,1,False,2.158203125
Dense6x10,2705,1,7,1,False,0.234375
Dense6x10,4328,1,1,1,False,1.6650390625
Dense6x10,2827,1,1,1,False,1.650390625
Dense6x10,5232,1,1,1,False,1.7919921875
Dense6x10,6799,1,1,1,False,1.3037109375
Dense6x10,4877,1,1,1,False,1.3623046875
Dense6x10,4984,1,1,1,False,2.080078125
Dense6x10,5,1,1,1,False,1.4697265625
Dense6x10,9810,1,1,1,False,1.7529296875
Dense6x10,8850,1,1,1,False,2.1923828125
Dense6x10,4025,1,1,1,False,2.0703125
Dense6x10,3777,1,1,1,False,1.044921875
Dense6x10,3669,1,1,1,False,1.787109375
Dense6x10,1773,1,1,1,False,0.380859375
Dense6x10,9120,1,1,1,False,1.5283203125
Dense6x10,1861,1,1,1,False,1.5771484375
Dense6x10,1201,1,1,1,False,2.3779296875
Dense6x10,5384,1,1,1,False,2.0556640625
Dense6x10,2746,1,1,1,False,1.7138671875
Dense6x10,4170,1,1,1,False,1.728515625
Dense6x10,777,1,1,1,False,1.2255859375
Dense6x10,2541,1,1,1,False,1.982421875
Dense6x10,5738,1,1,1,False,1.8408203125
Dense6x10,6329,1,1,1,False,1.69921875
Dense6x10,6628,1,1,1,False,1.7919921875
