name,imageIndex,label,predictedClass,pNorm,epsilon
Dense2x20,8576,0,0,1,5.107421875
Dense2x20,2707,0,0,1,4.9169921875
Dense2x20,2972,0,0,1,3.02734375
Dense2x20,9663,0,0,1,4.2578125
Dense2x20,845,0,0,1,3.0419921875
Dense2x20,7868,0,0,1,5.5126953125
Dense2x20,4079,0,0,1,4.619140625
Dense2x20,9753,0,0,1,3.4814453125
Dense2x20,4604,0,0,1,7.4609375
Dense2x20,6753,0,0,1,5.1220703125
Dense2x20,8458,0,0,1,9.0625
Dense2x20,5818,0,0,1,4.501953125
Dense2x20,8117,0,0,1,3.26171875
Dense2x20,4278,0,0,1,5.9326171875
Dense2x20,3774,0,0,1,2.6171875
Dense2x20,9162,0,0,1,7.2412109375
Dense2x20,6877,0,0,1,5.0927734375
Dense2x20,5567,0,0,1,4.580078125
Dense2x20,6419,1,1,1,4.0576171875
Dense2x20,1238,1,1,1,4.6533203125
Dense2x20,8491,1,1,1,3.49609375
Dense2x20,1236,1,1,1,3.6865234375
Dense2x20,6601,1,1,1,4.3994140625
Dense2x20,3027,1,1,1,3.8916015625
Dense2x20,1909,1,1,1,1.7041015625
Dense2x20,7290,1,1,1,4.580078125
Dense2x20,9090,1,1,1,4.8828125
Dense2x20,8575,1,1,1,3.5693359375
Dense2x20,5323,1,1,1,3.7109375
Dense2x20,4972,1,1,1,2.5732421875
Dense2x20,7023,1,1,1,3.251953125
Dense2x20,6733,1,1,1,3.9990234375
Dense2x20,5477,1,1,1,4.4189453125
Dense2x20,4013,1,1,1,0.966796875
Dense2x20,3438,1,1,1,3.7890625
Dense2x20,6961,1,1,1,3.7451171875
Dense2x20,7790,1,1,1,3.7109375
Dense2x20,9485,1,1,1,3.96484375
Dense2x20,6913,1,1,1,4.0283203125
Dense2x20,4606,1,1,1,3.61328125
Dense2x20,5442,1,1,1,3.7890625
Dense2x20,8914,1,1,1,4.150390625
Dense2x20,3733,1,1,1,3.80859375
Dense2x20,3480,1,1,1,4.6337890625
Dense2x20,7900,1,1,1,1.5771484375
Dense2x20,5025,1,1,1,4.2041015625
Dense2x20,40,1,1,1,3.2568359375
Dense2x20,1305,1,1,1,3.6669921875
Dense2x20,3701,3,3,1,1.982421875
Dense2x20,531,3,2,1,0.4541015625
Dense2x20,76,3,3,1,2.3388671875
Dense2x20,5382,3,3,1,3.623046875
Dense2x20,6664,3,3,1,4.013671875
Dense2x20,2075,3,3,1,3.759765625
Dense2x20,4397,3,3,1,3.14453125
Dense2x20,4688,3,3,1,5.46875
Dense2x20,1069,3,3,1,4.9560546875
Dense2x20,4541,3,3,1,5.595703125
Dense2x20,3548,3,3,1,4.4775390625
Dense2x20,7075,3,3,1,4.3701171875
Dense2x20,4044,3,3,1,0.68359375
Dense2x20,819,3,3,1,5.9228515625
Dense2x20,3962,3,2,1,0.8154296875
Dense2x20,957,3,3,1,4.8095703125
Dense2x20,5472,3,3,1,8.84765625
Dense2x20,8246,3,8,1,0.8837890625
Dense2x20,7055,3,3,1,5.7470703125
Dense2x20,8694,3,3,1,5.771484375
Dense2x20,7610,3,3,1,3.0078125
Dense2x20,8186,3,3,1,6.1181640625
Dense2x20,4430,3,3,1,5.5078125
Dense2x20,9614,3,5,1,0.6396484375
Dense2x20,8010,3,3,1,2.2216796875
Dense2x20,6177,3,3,1,4.21875
Dense2x20,6575,3,3,1,0.3515625
Dense2x20,1066,3,3,1,4.873046875
Dense2x20,4004,3,3,1,3.5400390625
Dense2x20,5028,3,3,1,4.1455078125
Dense2x30,5337,0,0,1,5.439453125
Dense2x30,8895,0,0,1,3.7548828125
Dense2x30,2972,0,0,1,4.1796875
Dense2x30,620,0,0,1,2.1484375
Dense2x30,3090,0,0,1,2.529296875
Dense2x30,9436,0,0,1,2.3291015625
Dense2x30,4090,0,0,1,1.8359375
Dense2x30,6925,0,0,1,3.8720703125
Dense2x30,8992,0,0,1,4.82421875
Dense2x30,312,0,0,1,4.3603515625
Dense2x30,9633,0,0,1,3.75
Dense2x30,3439,0,0,1,4.04296875
Dense2x30,5244,0,0,1,3.6865234375
Dense2x30,4062,0,0,1,4.423828125
Dense2x30,6082,0,0,1,6.3232421875
Dense2x30,7846,0,0,1,5.17578125
Dense2x30,8085,0,0,1,6.5380859375
Dense2x30,1246,0,0,1,2.03125
Dense2x30,148,0,0,1,2.802734375
Dense2x30,1768,0,0,1,2.802734375
Dense2x30,311,0,0,1,5.673828125
Dense2x30,6947,0,0,1,5.0439453125
Dense2x30,13,0,0,1,3.59375
Dense2x30,3317,0,0,1,1.93359375
Dense2x30,2236,0,0,1,2.9296875
Dense2x30,8448,0,0,1,5.390625
Dense2x30,9016,0,5,1,0.283203125
Dense2x30,6003,0,0,1,3.525390625
Dense2x30,6426,0,6,1,2.1630859375
Dense2x30,3179,0,0,1,4.580078125
Dense2x30,5915,1,1,1,3.26171875
Dense2x30,6783,1,1,1,1.1669921875
Dense2x30,1885,1,1,1,2.1630859375
Dense2x30,3073,1,2,1,1.953125
Dense2x30,6533,1,1,1,2.900390625
Dense2x30,7973,1,1,1,3.154296875
Dense2x30,2283,1,1,1,3.6572265625
Dense2x30,7453,1,1,1,2.5732421875
Dense2x30,1193,1,1,1,3.2763671875
Dense2x30,5984,1,1,1,3.4033203125
Dense2x30,1434,1,1,1,3.84765625
Dense2x30,3434,1,1,1,2.4560546875
Dense2x30,1240,1,1,1,2.392578125
Dense2x30,4595,1,1,1,4.697265625
Dense2x30,6540,1,1,1,2.5732421875
Dense2x30,9540,1,1,1,2.216796875
Dense2x30,6182,1,1,1,3.3447265625
Dense2x30,8995,1,1,1,2.841796875
Dense2x30,191,1,1,1,2.1044921875
Dense2x30,3379,1,1,1,3.984375
Dense2x30,5486,1,1,1,3.26171875
Dense2x30,4655,1,1,1,1.689453125
Dense2x30,1316,1,1,1,3.154296875
Dense2x30,2261,1,1,1,3.203125
Dense2x30,2902,1,1,1,3.291015625
Dense2x30,6192,1,1,1,3.2568359375
Dense2x30,1280,1,1,1,2.568359375
Dense2x30,1137,1,1,1,3.0859375
Dense2x30,8367,1,1,1,2.0068359375
Dense2x30,848,1,1,1,3.056640625
Dense2x30,6285,3,3,1,5.3173828125
Dense2x30,2086,3,3,1,3.154296875
Dense2x30,3409,3,3,1,2.6708984375
Dense2x30,9943,3,5,1,0.380859375
Dense2x30,6882,3,3,1,3.5107421875
Dense2x30,4084,3,3,1,1.9384765625
Dense2x30,5336,3,3,1,2.978515625
Dense2x30,76,3,3,1,2.1533203125
Dense2x30,7831,3,3,1,4.4970703125
Dense2x30,2647,3,3,1,2.685546875
Dense2x30,2069,3,3,1,4.0966796875
Dense2x30,5766,3,3,1,5.0048828125
Dense2x30,2427,3,3,1,2.4267578125
Dense2x30,9177,3,3,1,4.912109375
Dense2x30,4703,3,3,1,4.0478515625
Dense2x30,93,3,3,1,2.7587890625
Dense2x30,5760,3,3,1,4.072265625
Dense2x30,5158,3,3,1,5.1904296875
Dense2x30,18,3,3,1,1.3525390625
Dense2x30,1681,3,7,1,3.2275390625
Dense2x30,4234,3,3,1,4.6044921875
Dense2x30,7620,3,3,1,1.03515625
Dense2x30,5359,3,3,1,1.7822265625
Dense2x30,8701,3,3,1,3.564453125
Dense2x30,2222,3,3,1,3.92578125
Dense2x30,5356,3,3,1,2.5927734375
Dense2x30,8766,3,3,1,2.9638671875
Dense2x30,991,3,3,1,5.5078125
Dense2x30,4501,3,3,1,2.4462890625
Dense2x30,402,3,3,1,2.216796875
Dense2x65,9105,0,0,1,7.67578125
Dense2x65,380,0,0,1,2.0458984375
Dense2x65,2714,0,0,1,4.8193359375
Dense2x65,2656,0,0,1,2.7783203125
Dense2x65,4090,0,0,1,2.138671875
Dense2x65,9763,0,0,1,2.744140625
Dense2x65,7330,0,0,1,7.05078125
Dense2x65,717,0,6,1,0.4345703125
Dense2x65,3413,0,0,1,3.65234375
Dense2x65,4282,0,0,1,4.0234375
Dense2x65,7452,0,0,1,3.7939453125
Dense2x65,4320,0,0,1,6.6357421875
Dense2x65,246,0,0,1,5.4443359375
Dense2x65,9425,0,0,1,4.5654296875
Dense2x65,7702,0,0,1,3.75
Dense2x65,2932,0,0,1,2.2607421875
Dense2x65,7593,0,0,1,5.1611328125
Dense2x65,3446,0,0,1,3.1494140625
Dense2x65,4091,0,0,1,3.57421875
Dense2x65,4082,0,0,1,3.0712890625
Dense2x65,3650,0,0,1,3.8525390625
Dense2x65,1408,0,0,1,5.1025390625
Dense2x65,1610,0,0,1,5.1611328125
Dense2x65,8621,0,0,1,3.779296875
Dense2x65,8194,0,0,1,3.7109375
Dense2x65,8388,0,0,1,3.59375
Dense2x65,5033,0,0,1,4.599609375
Dense2x65,8163,0,0,1,4.82421875
Dense2x65,8681,0,0,1,5.46875
Dense2x65,5244,0,0,1,3.828125
Dense2x65,6092,1,1,1,4.130859375
Dense2x65,8724,1,1,1,2.9833984375
Dense2x65,4732,1,1,1,3.0322265625
Dense2x65,5848,1,1,1,3.0615234375
Dense2x65,430,1,1,1,2.8125
Dense2x65,3974,1,1,1,2.197265625
Dense2x65,7563,1,1,1,3.134765625
Dense2x65,4774,1,1,1,3.3154296875
Dense2x65,5998,1,1,1,2.2216796875
Dense2x65,3314,1,1,1,2.880859375
Dense2x65,9140,1,1,1,3.8134765625
Dense2x65,7280,1,1,1,3.1103515625
Dense2x65,4847,1,1,1,2.1630859375
Dense2x65,4924,1,1,1,3.6376953125
Dense2x65,3922,1,1,1,3.1298828125
Dense2x65,3386,1,1,1,2.529296875
Dense2x65,3039,1,1,1,2.2802734375
Dense2x65,4267,1,1,1,3.369140625
Dense2x65,8166,1,1,1,2.5439453125
Dense2x65,7411,1,1,1,3.3642578125
Dense2x65,1302,1,1,1,3.3154296875
Dense2x65,9124,1,1,1,3.5595703125
Dense2x65,1766,1,1,1,3.2421875
Dense2x65,4025,1,1,1,3.7939453125
Dense2x65,5258,1,1,1,2.8369140625
Dense2x65,8549,1,1,1,4.21875
Dense2x65,3747,1,1,1,2.87109375
Dense2x65,1736,1,1,1,3.0126953125
Dense2x65,7073,1,1,1,3.544921875
Dense2x65,2753,1,1,1,1.6455078125
Dense2x65,1284,3,3,1,4.5703125
Dense2x65,5945,3,3,1,0.8447265625
Dense2x65,8603,3,3,1,4.0234375
Dense2x65,6875,3,3,1,4.8974609375
Dense2x65,3285,3,3,1,0.60546875
Dense2x65,1928,3,3,1,2.5390625
Dense2x65,5309,3,3,1,3.408203125
Dense2x65,349,3,3,1,1.71875
Dense2x65,449,3,3,1,1.2158203125
Dense2x65,4613,3,3,1,2.1435546875
Dense2x65,2308,3,3,1,2.421875
Dense2x65,9881,3,3,1,1.8408203125
Dense2x65,2807,3,3,1,2.8369140625
Dense2x65,8271,3,3,1,3.3203125
Dense2x65,3916,3,3,1,3.251953125
Dense2x65,3715,3,3,1,3.828125
Dense2x65,381,3,7,1,0.869140625
Dense2x65,1367,3,3,1,5.546875
Dense2x65,6260,3,3,1,4.3359375
Dense2x65,2031,3,3,1,6.1962890625
Dense2x65,5336,3,3,1,3.1591796875
Dense2x65,8206,3,3,1,6.2939453125
Dense2x65,7644,3,3,1,3.4130859375
Dense2x65,849,3,3,1,2.9443359375
Dense2x65,3409,3,3,1,3.8037109375
Dense2x65,8910,3,3,1,3.7646484375
Dense2x65,699,3,3,1,1.5185546875
Dense2x65,2501,3,3,1,4.326171875
Dense2x65,7170,3,3,1,3.671875
Dense2x65,1926,3,3,1,2.05078125
Dense3x20,7269,0,0,1,3.8232421875
Dense3x20,2932,0,0,1,2.587890625
Dense3x20,1713,0,0,1,3.8330078125
Dense3x20,608,0,0,1,3.61328125
Dense3x20,8468,0,0,1,6.7431640625
Dense3x20,5567,0,0,1,3.974609375
Dense3x20,459,0,0,1,3.5986328125
Dense3x20,3634,0,0,1,2.1337890625
Dense3x20,3706,0,0,1,5.1220703125
Dense3x20,1399,0,0,1,3.1396484375
Dense3x20,7987,0,0,1,7.646484375
Dense3x20,1333,0,0,1,5.5615234375
Dense3x20,7049,0,0,1,0.859375
Dense3x20,69,0,0,1,5.087890625
Dense3x20,581,0,0,1,5.126953125
Dense3x20,6328,0,0,1,4.5556640625
Dense3x20,7446,0,0,1,0.7470703125
Dense3x20,4515,0,0,1,3.6962890625
Dense3x20,8382,0,0,1,1.2451171875
Dense3x20,407,0,0,1,4.2724609375
Dense3x20,7820,0,0,1,6.318359375
Dense3x20,5930,0,0,1,5.05859375
Dense3x20,8085,0,0,1,6.46484375
Dense3x20,28,0,0,1,4.1845703125
Dense3x20,5415,0,0,1,5.2783203125
Dense3x20,4857,0,0,1,2.44140625
Dense3x20,2236,0,0,1,3.1591796875
Dense3x20,5259,0,0,1,4.8876953125
Dense3x20,9952,0,0,1,5.400390625
Dense3x20,9809,0,0,1,2.9150390625
Dense3x20,4153,1,1,1,3.759765625
Dense3x20,6375,1,1,1,3.3984375
Dense3x20,8005,1,1,1,2.2802734375
Dense3x20,9994,1,1,1,3.0859375
Dense3x20,5978,1,1,1,2.1826171875
Dense3x20,6310,1,1,1,2.8173828125
Dense3x20,9549,1,1,1,2.5927734375
Dense3x20,9171,1,1,1,2.7734375
Dense3x20,1075,1,1,1,2.265625
Dense3x20,8233,1,1,1,1.484375
Dense3x20,9845,1,1,1,2.1728515625
Dense3x20,6222,1,1,1,3.0908203125
Dense3x20,6604,1,1,1,2.16796875
Dense3x20,9599,1,1,1,1.044921875
Dense3x20,7686,1,1,1,3.1689453125
Dense3x20,4733,1,1,1,0.7080078125
Dense3x20,4595,1,1,1,3.857421875
Dense3x20,1830,1,1,1,2.5732421875
Dense3x20,1027,1,1,1,3.0419921875
Dense3x20,4304,1,1,1,2.724609375
Dense3x20,8538,1,1,1,2.734375
Dense3x20,1876,1,1,1,3.1982421875
Dense3x20,6712,1,1,1,1.6650390625
Dense3x20,1994,1,1,1,3.3203125
Dense3x20,8100,1,1,1,2.1484375
Dense3x20,3606,1,1,1,1.630859375
Dense3x20,7790,1,1,1,1.03515625
Dense3x20,6224,1,1,1,3.0126953125
Dense3x20,7253,1,1,1,1.97265625
Dense3x20,2626,1,1,1,2.3291015625
Dense3x20,4532,3,3,1,2.48046875
Dense3x20,578,3,2,1,0.0341796875
Dense3x20,5538,3,3,1,5.46875
Dense3x20,1628,3,3,1,3.3740234375
Dense3x20,1803,3,3,1,3.6669921875
Dense3x20,2731,3,3,1,1.4208984375
Dense3x20,2745,3,3,1,0.4541015625
Dense3x20,5330,3,3,1,2.4951171875
Dense3x20,4334,3,3,1,2.1484375
Dense3x20,5181,3,3,1,2.75390625
Dense3x20,2690,3,3,1,1.904296875
Dense3x20,7431,3,3,1,3.53515625
Dense3x20,3083,3,3,1,5.1220703125
Dense3x20,4785,3,8,1,3.7548828125
Dense3x20,9965,3,3,1,2.177734375
Dense3x20,7730,3,3,1,3.310546875
Dense3x20,8010,3,2,1,1.3623046875
Dense3x20,4647,3,3,1,3.193359375
Dense3x20,7771,3,3,1,3.73046875
Dense3x20,3167,3,3,1,0.986328125
Dense3x20,4796,3,3,1,1.962890625
Dense3x20,1840,3,3,1,3.53515625
Dense3x20,7936,3,3,1,5.1806640625
Dense3x20,8254,3,3,1,5.263671875
Dense3x20,3475,3,7,1,1.07421875
