name,imageIndex,label,predictedClass,pNorm,finishedSearch,epsilon
Dense1x45,3527,3,3,1,True,3.7577317451174146
Dense1x45,2450,3,3,1,True,0.7564515246538451
Dense1x50,148,0,0,1,True,5.595734058729908
Dense1x50,4473,0,0,1,True,5.687021736622272
Dense1x50,7221,0,0,1,True,7.754973327937167
Dense1x50,2324,1,1,1,True,7.112316410506402
Dense1x50,203,1,1,1,True,5.510489192165128
Dense1x50,4847,1,1,1,True,3.9642242659901856
Dense1x50,2560,3,3,1,True,0.06598267948848921
Dense1x50,5955,3,8,1,True,0.0
Dense1x50,8854,3,3,1,True,8.487947864223933
Dense1x55,5531,0,0,1,True,9.9906465030719
Dense1x55,1918,0,0,1,True,5.392606830931381
Dense1x55,3052,0,0,1,True,9.967787352782208
Dense1x55,8650,1,1,1,True,6.985307258402308
Dense1x55,3562,1,1,1,True,6.760141278964406
Dense1x55,9324,1,1,1,True,6.680497526320752
Dense1x55,6421,3,2,1,True,0.0
Dense1x55,944,3,3,1,True,0.14720195020786686
Dense1x55,6045,3,5,1,True,0.0
Dense1x60,7838,0,0,1,True,18.31592074997166
Dense1x60,6398,0,0,1,True,9.576787318303193
Dense1x60,7655,0,0,1,True,15.99914602131423
Dense1x60,3679,1,1,1,True,5.836628227611444
Dense1x60,6012,1,1,1,True,5.165875495657092
Dense1x60,6375,1,1,1,True,8.326787838149958
Dense1x60,2392,3,3,1,True,5.96620418981794
Dense1x60,9750,3,3,1,True,7.007316643416491
Dense1x60,1166,3,3,1,True,1.0170414264103185
Dense1x65,8388,0,0,1,True,4.626496983689286
Dense1x65,2817,0,0,1,True,13.347784817735143
Dense1x65,3090,0,0,1,True,3.1014557356498482
Dense1x65,4949,1,1,1,True,6.542664732502243
Dense1x65,504,1,1,1,True,5.036374989708394
Dense1x65,2015,1,1,1,True,7.1625741784256345
Dense1x65,4904,3,3,1,True,6.288064048768048
Dense1x65,3432,3,3,1,True,0.6385725848724744
Dense1x65,3217,3,3,1,True,13.325629463042734
Dense1x70,7566,0,0,1,True,12.044947995843895
Dense1x70,2627,0,0,1,True,7.14999456859839
Dense1x70,3574,0,0,1,True,1.967734092367181
Dense1x70,2287,1,1,1,True,7.446314897546338
Dense1x70,7869,1,1,1,True,6.318389609017518
Dense1x70,3930,1,1,1,True,7.322694065878487
Dense1x70,991,3,3,1,True,9.003615643522886
Dense1x70,2424,3,3,1,True,4.584438390436988
Dense1x70,9872,3,3,1,True,6.486063228029568
Dense2x20,5280,0,0,1,True,10.516590536047536
Dense2x20,3584,0,0,1,True,9.272908402482066
Dense2x20,7084,0,0,1,True,4.564105836693738
Dense2x20,4273,1,1,1,True,5.264915261220341
Dense2x20,6604,1,1,1,True,5.346127212433782
Dense2x20,2982,1,1,1,True,8.53667198401016
Dense2x20,5747,3,3,1,True,6.544337947097561
Dense2x20,3326,3,3,1,True,2.1315163349802306
Dense2x20,782,3,3,1,True,4.8811558855620785
Dense2x25,750,0,0,1,True,3.7627452737499962
Dense2x25,4082,0,0,1,True,10.932232223452058
Dense2x25,8382,0,0,1,True,6.132643833876165
Dense2x25,3281,1,1,1,True,7.506414297861282
Dense2x25,5203,1,1,1,True,5.264482025164035
Dense2x25,4195,1,1,1,True,6.140692837804583
Dense2x25,7674,3,3,1,True,5.949571124885062
Dense2x25,4638,3,3,1,True,7.651854894105891
Dense2x25,5143,3,3,1,True,0.7079031685177246
Dense2x30,9221,0,0,1,True,10.034023057563878
Dense2x30,7882,0,0,1,True,13.395673495270131
Dense2x30,1273,0,0,1,True,3.4139608049455217
Dense2x30,3148,1,1,1,True,5.738833133402727
Dense2x30,2411,1,1,1,True,6.438441956445935
Dense2x30,5506,1,1,1,True,9.007338589158142
Dense2x30,7821,3,2,1,True,0.0
Dense2x30,493,3,3,1,True,7.382598432017381
Dense2x30,9655,3,3,1,True,0.7329235566909051
Dense2x35,8382,0,0,1,True,7.501705707373004
Dense2x35,9542,0,0,1,True,6.373425603560186
Dense2x35,932,0,0,1,True,5.990770175034095
Dense2x35,9878,1,1,1,True,4.9643136866831385
Dense2x35,2137,1,1,1,True,4.333731352016933
Dense2x35,7191,1,1,1,True,3.863053161129635
Dense2x35,6876,3,3,1,True,6.1397575398564985
Dense2x35,2799,3,3,1,True,2.9131570170105427
Dense2x35,7484,3,3,1,True,5.872661756217737
Dense2x40,581,0,0,1,True,9.402721783473941
Dense2x40,3077,0,0,1,True,0.7349496803581584
Dense2x40,5452,0,0,1,True,11.68177986194264
Dense2x40,948,1,1,1,True,5.484422576004112
Dense2x40,378,1,1,1,False,-1.0
Dense2x40,9143,1,1,1,True,7.0030907855403175
Dense2x40,3120,3,3,1,True,6.826448123619614
Dense2x40,8840,3,3,1,True,6.302517338345921
Dense2x40,2955,3,3,1,True,11.60451980286616
Dense2x45,7062,0,0,1,False,-1.0
Dense2x45,157,0,0,1,True,4.024258753364025
Dense2x45,9801,0,0,1,True,5.939926159172845
Dense2x45,1214,1,1,1,True,5.567114102288837
Dense2x45,3741,1,1,1,True,6.7470718702666375
Dense2x45,196,1,1,1,True,5.614914102646053
Dense2x45,1779,3,3,1,True,4.3629523555289795
Dense2x45,87,3,5,1,True,0.0
Dense2x45,4018,3,3,1,True,1.9263438288787174
Dense2x50,5147,0,0,1,False,-1.0
Dense2x50,611,0,0,1,True,4.185013987710196
Dense2x50,2821,0,0,1,False,-1.0
Dense2x50,7063,1,1,1,False,-1.0
Dense2x50,2287,1,1,1,False,-1.0
Dense2x50,8819,1,1,1,False,-1.0
Dense2x50,3947,3,3,1,True,7.3312167542871105
Dense2x50,6494,3,3,1,True,0.9683509914615922
Dense2x50,8660,3,3,1,True,5.043558359528956
Dense3x15,6753,0,0,1,True,12.151134148169916
Dense3x15,8501,0,0,1,True,9.932633572901604
Dense3x15,9542,0,0,1,True,3.4406266342688303
Dense3x15,5880,1,1,1,True,3.391387198482152
Dense3x15,3480,1,1,1,True,2.1108843369988017
Dense3x15,6320,1,1,1,True,2.9784658343805193
Dense3x15,3469,3,3,1,True,4.1955606698605905
Dense3x15,4664,3,3,1,True,3.848116759773982
Dense3x15,1291,3,3,1,True,2.9374193437196867
Dense3x20,8057,0,0,1,True,17.479394123343788
Dense3x20,327,0,0,1,True,10.343949314316326
Dense3x20,4477,0,5,1,True,0.0
Dense3x20,39,1,1,1,True,4.050075748326995
Dense3x20,7728,1,1,1,True,1.216943196089717
Dense3x20,8604,1,1,1,True,5.878130856885014
Dense3x20,6665,3,3,1,True,4.178356935173012
Dense3x20,1067,3,3,1,True,3.5616399464415456
Dense3x20,507,3,5,1,True,0.0
Dense3x25,1121,0,0,1,True,1.8738065949830092
Dense3x25,5069,0,0,1,True,9.051921114594936
Dense3x25,8382,0,0,1,True,2.8793643727289253
Dense3x25,9282,1,1,1,False,-1.0
Dense3x25,818,1,1,1,True,5.46307045869521
Dense3x25,272,1,1,1,False,-1.0
Dense3x25,2555,3,3,1,True,9.698704907760103
Dense3x25,4657,3,3,1,True,1.7666358865798915
Dense3x25,3285,3,3,1,True,4.246346680489846
Dense3x30,5567,0,0,1,True,6.317920782015777
Dense3x30,3358,0,0,1,True,3.5157300638016977
Dense3x30,4146,0,0,1,False,-1.0
Dense3x30,7399,1,1,1,True,5.057941489629792
Dense3x30,5991,1,1,1,False,-1.0
Dense3x30,2885,1,1,1,False,-1.0
Dense3x30,3738,3,3,1,True,3.5884451424844594
Dense3x30,1983,3,3,1,True,4.249911714973943
Dense3x30,7993,3,3,1,False,-1.0
Dense4x20,742,0,0,1,True,10.358043881557123
Dense4x20,6140,0,0,1,True,9.284744366269244
Dense4x20,4166,0,0,1,True,4.57136844514273
Dense4x20,9171,1,1,1,False,-1.0
Dense4x20,154,1,1,1,False,-1.0
Dense4x20,6058,1,1,1,False,-1.0
Dense4x20,44,3,3,1,True,5.007104769070985
Dense4x20,3283,3,3,1,True,0.8633940200927297
Dense4x20,1172,3,3,1,True,4.900417147965761
Dense4x25,6444,0,0,1,False,-1.0
Dense4x25,4718,0,0,1,True,5.997736372370938
Dense4x25,1148,0,0,1,False,-1.0
Dense4x25,348,1,1,1,False,-1.0
Dense4x25,5327,1,1,1,False,-1.0
Dense4x25,8118,1,1,1,True,5.257665646287838
Dense4x25,8026,3,3,1,False,-1.0
Dense4x25,7119,3,3,1,True,8.51933929450499
Dense4x25,5635,3,3,1,True,5.248864646156901
Dense5x20,3178,0,0,1,False,-1.0
Dense5x20,3368,0,0,1,True,5.042612827661166
Dense5x20,4614,0,0,1,False,-1.0
Dense5x20,455,1,1,1,True,3.295675140036094
Dense5x20,4191,1,1,1,False,-1.0
Dense5x20,3227,1,1,1,True,1.2810463414519027
Dense5x20,9582,3,3,1,True,6.9667192516000584
Dense5x20,528,3,3,1,True,0.5960124254423822
Dense5x20,7407,3,3,1,False,-1.0
